name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_reasoning,driving_time_minutes_to_airport,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_reasoning,nearest_hospital_km
Breganze,IT,45.70489,11.56074,5470,117.0,383.9,opentopo,0.9,geonames,0.0,90,,TSF,LIPH,45.648399,12.1944,Treviso Antonio Canova Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,70.528,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.560740,45.704890;12.194400,45.648399?overview=false&annotations=duration,distance&alternatives=false",68.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.55 km),0.55
Aviano-Castello,IT,46.06759,12.58324,5465,161.0,528.2,open_elevation,0.85,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,83.7,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.583240,46.067590;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",68.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.59 km),1.59
Waakirchen,DE,47.7725,11.67315,5464,767.0,2516.4,open_elevation,0.85,geonames,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,87.866,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.673150,47.772500;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",59.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.67 km,6.67
Rohrdorf,DE,47.79713,12.1701,5460,473.0,1551.8,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,72.109,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.170100,47.797130;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",47.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 7.55 km,7.55
Saint-Alban-Leysse,FR,45.58333,5.95,5452,298.0,977.7,open_elevation,0.85,geonames,0.0,90,,CMF,LFLB,45.6381,5.88023,Chambéry Aix les Bains airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,11.813,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.950000,45.583330;5.880230,45.638100?overview=false&annotations=duration,distance&alternatives=false",20.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.02 km),1.02
Mühlau,AT,47.28333,11.4,5435,691.0,2267.1,opentopo,0.9,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,5.613,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.400000,47.283330;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",11.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.66 km),0.66
Varallo Sesia,IT,45.81383,8.25814,5427,454.0,1489.5,open_elevation,0.85,geonames,0.0,90,,MXP,LIMC,45.6306,8.72811,Milan Malpensa International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,83.142,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.258140,45.813830;8.728110,45.630600?overview=false&annotations=duration,distance&alternatives=false",81.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.54 km),0.54
Aschau im Chiemgau,DE,47.77689,12.32297,5410,598.0,1961.9,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.931,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.322970,47.776890;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",43.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.73 km),0.73
Bussoleno,IT,45.1397,7.14432,5396,449.0,1473.1,open_elevation,0.85,geonames,0.0,90,,TRN,LIMF,45.200802,7.64963,Turin Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,59.12,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.144320,45.139700;7.649630,45.200802?overview=false&annotations=duration,distance&alternatives=false",51.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.76 km),0.76
Vobarno,IT,45.64153,10.49866,5395,256.0,839.9,open_elevation,0.85,geonames,0.0,90,,VBS,LIPO,45.428902,10.3306,Brescia Gabriele d'Annunzio Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,36.044,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.498660,45.641530;10.330600,45.428902?overview=false&annotations=duration,distance&alternatives=false",45.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.44 km,4.44
Thyez,FR,46.08249,6.53777,5383,470.0,1542.0,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,58.673,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.537770,46.082490;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",42.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.72 km,3.72
Oberammergau,AT,47.59812,11.06692,5344,844.0,2769.0,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,68.753,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.066920,47.598120;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",70.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.01 km),1.01
Hopfgarten im Brixental,DE,47.4504996,12.1558791,5365,597.0,1958.7,opentopo,0.9,osm,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,78.422,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.155879,47.450500;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",62.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 13.40 km,13.4
Sterzing,IT,46.89313,11.42961,5356,945.0,3100.4,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,58.266,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.429610,46.893130;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",48.6,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.63 km),0.63
Ala,IT,45.76072,11.00458,5331,178.0,584.0,open_elevation,0.85,geonames,0.0,90,,VRN,LIPX,45.394955,10.887303,Verona Villafranca Valerio Catullo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,62.637,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.004580,45.760720;10.887303,45.394955?overview=false&annotations=duration,distance&alternatives=false",54.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 10.22 km,10.22
Schönau am Königssee,DE,47.60055,12.98704,5319,567.0,1860.2,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,29.995,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.987040,47.600550;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",30.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.60 km),0.6
Wölfnitz,AT,46.66639,14.25806,5316,456.0,1496.1,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,13.098,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.258060,46.666390;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",13.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.07 km,5.07
Riedering,DE,47.83874,12.20778,5315,482.0,1581.4,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,70.476,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.207780,47.838740;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",49.2,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 6.10 km,6.1
Iseo,IT,45.65883,10.05024,5311,193.0,633.2,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,47.936,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.050240,45.658830;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",40.4,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.52 km),0.52
Lavena Ponte Tresa,IT,45.9671,8.85725,5268,278.0,912.1,opentopo,0.9,geonames,0.0,90,,LUG,LSZA,46.004299,8.91058,Lugano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.662,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/8.857250,45.967100;8.910580,46.004299?overview=false&annotations=duration,distance&alternatives=false",16.4,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.83 km,4.83
Piding,DE,47.76667,12.91667,5259,447.0,1466.5,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,11.771,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.916670,47.766670;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",12.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.45 km,5.45
Lovere,IT,45.81379,10.06995,5255,211.0,692.3,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,40.007,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.069950,45.813790;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",47.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.71 km),0.71
Lind,AT,46.62244,13.84715,5252,514.0,1686.4,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,40.972,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.847150,46.622440;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",37.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.10 km),1.1
Dietramszell,DE,47.84871,11.5953,5252,686.0,2250.7,open_elevation,0.85,geonames,0.0,90,,MUC,EDDM,48.353802,11.7861,Munich Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,79.858,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.595300,47.848710;11.786100,48.353802?overview=false&annotations=duration,distance&alternatives=false",58.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 9.94 km,9.94
Pisogne,IT,45.80777,10.11023,5248,184.0,603.7,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,45.464,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.110230,45.807770;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",54.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.02 km,3.02
Kirchberg in Tirol,AT,47.44539,12.31602,5245,823.0,2700.1,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,93.221,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.316020,47.445390;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",80.0,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 11.97 km,11.97
Santorso,IT,45.73383,11.38785,5236,202.0,662.7,opentopo,0.9,geonames,0.0,90,,VCE,LIPZ,45.505299,12.3519,Venice Marco Polo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,102.968,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.387850,45.733830;12.351900,45.505299?overview=false&annotations=duration,distance&alternatives=false",75.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.22 km),2.22
Mattarello,IT,46.00865,11.12984,5214,202.0,662.7,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,64.326,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.129840,46.008650;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",45.7,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.65 km,4.65
Trans-en-Provence,FR,43.50326,6.48641,5209,149.0,488.8,opentopo,0.9,geonames,0.0,90,,TLN,LFTH,43.097301,6.14603,Toulon-Hyères Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,84.65,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.486410,43.503260;6.146030,43.097301?overview=false&annotations=duration,distance&alternatives=false",61.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.21 km,4.21
La Mure,FR,44.90145,5.78874,5190,855.0,2805.1,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,81.725,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.788740,44.901450;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",72.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.61 km),0.61
Arbizzano-Santa Maria,IT,45.49489,10.93831,5148,89.0,292.0,open_elevation,0.85,geonames,0.0,90,,VRN,LIPX,45.394955,10.887303,Verona Villafranca Valerio Catullo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,24.422,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.938310,45.494890;10.887303,45.394955?overview=false&annotations=duration,distance&alternatives=false",35.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.88 km,3.88
